,Station name,UIC code,Total travelers 2023,Total travelers 2022,Total travelers 2021,Total travelers 2020,Total travelers 2019,Total travelers 2018,Total travelers 2017,Total travelers 2016,Total travelers 2015
333,Marsac,87597625,7688,5114,4258,3458,6328,3445,5327,4472,4083
334,Marseille Blancarde,87751081,691530,663750,556092,392563,504437,424347,436131,380068,319669
335,Marvejols,87783282,16129,17798,9613,9125,15747,21787,25742,29945,33040
336,Massiac - Blesle,87734871,26604,35514,32339,24066,30084,29593,31636,30153,36218
337,Maule,87381723,309498,252944,281096,160657,305405,303254,302193,295486,287328
338,Maurecourt,87381483,654946,665925,601236,251355,519455,539598,562963,575732,573999
339,Mauves-sur-Loire,87481150,40253,32165,19867,10727,20802,18128,18573,16388,16069
340,Mazingarbe,87342121,1929,1327,298,480,1088,1386,1009,1605,1373
341,Mehun-sur-Yèvre,87576116,92551,82908,48108,29672,46896,45373,51129,50612,62482
342,Mende,87783605,53756,38094,28964,23418,26910,26699,26957,28816,27755
343,Mennecy,87681411,848574,797420,1164793,367289,965477,1026207,1095707,1146510,1194181
344,Mennessis,87296434,15122,12627,9494,6485,6698,8141,8656,8732,10404
345,Mer,87574194,332984,294333,197759,141146,228509,213117,218668,211373,225926
346,Merrey,87142406,0,0,0,0,1,4,75,172,251
347,Merxheim,87182725,78126,60453,50090,41381,56389,53512,51771,48339,49348
348,Mesves - Bulcy,87696187,3269,3774,3720,3830,3183,3006,3581,4583,5750
349,Meulan - Hardricourt,87381830,740542,734198,608161,279314,544247,515702,488974,452944,464652
350,Meurchin,87345272,47118,46325,31813,34147,75042,66272,66424,64637,66669
351,Meyrargues,87751370,53678,45708,31202,29394,54518,55461,67773,65324,68670
352,Miniac-Morvan,87478131,1338,1106,262,17,436,371,163,916,1223
353,Miribel,87723528,320358,301557,219382,193554,305842,274363,284847,270932,283043
354,Moirans,87747329,795250,797125,605000,486321,768911,663292,746284,722730,751969
355,Moirans La Galifette,87747691,189917,184249,147842,120156,203615,163353,143683,110020,109829
356,Moissac,87611889,144881,124171,87547,63551,77068,66280,83915,83344,81273
357,Monsempron-Libos,87586453,41002,37756,26737,20630,35773,35246,39031,42400,45076
358,Mont de Terre,87287128,532,185,99,452,2950,3589,3407,3484,2826
359,Mont-Dauphin - Guillestre,87763508,80105,79124,49257,51656,77673,70515,81597,83671,85980
360,Mont-Dore,87641472,2,8236,7540,5245,7204,6882,6797,7479,11683
361,Mont-Louis - La Cabanasse,87784793,90115,85238,70231,49246,77862,82084,86734,88502,92439
362,Mont-de-Marsan,87671016,481273,440531,341017,273230,355435,316906,317866,275100,280991
363,Montbizot,87396044,39769,30758,16647,12385,29840,35995,35712,31959,29633
364,Montbré,87171256,0,0,0,1355,2655,2609,3307,3668,3103
365,Montdidier,87313346,194631,182907,148986,116594,158727,156750,163924,161941,167397
366,Monte-Carlo Country Club,87338590,32341,15249,0,176,681,11184,26590,23418,23913
367,Montfort-l'Amaury - Méré,87393892,616344,530991,386637,214672,644638,647541,658762,652624,645654
368,Montfort-le-Gesnois,87396291,16883,16743,11346,10933,34150,42605,45537,48805,50736
369,Montmélian,87741181,621622,591032,430951,338293,509833,457599,492212,458017,470609
370,Montreux-Vieux,87184275,82688,72246,61878,56853,80973,77246,80588,69764,67143
371,Montville,87411801,170616,144073,118795,107338,139489,137586,140096,143585,149546
372,Montélimar,87764001,963113,898692,743493,551860,893457,811493,923921,901956,951008
373,Muhlbach-sur-Munster,87182733,12413,23150,28499,29649,31410,28888,30407,31929,31602
374,Mulhouse Dornach,87182055,234086,186927,141991,118983,183583,168440,174344,167823,174714
375,Mundolsheim,87212100,82235,67611,53029,41411,69281,65929,68210,79492,73530
376,Mâcon,87725689,1436372,1375848,1059294,839209,1230858,1134958,1222482,1148009,1239005
377,Ménil Flin,87141390,2760,1946,1341,935,1094,1567,2643,2072,2019
378,Méricourt - Ribemont,87313064,57762,48927,42876,35184,39174,35096,32162,30772,29761
379,Najac,87613463,14667,15086,10298,7299,10999,6466,8610,7247,7567
380,Namps - Quevauvillers,87313379,642,1381,1366,413,459,598,794,1198,1084
381,Nantiat,87592444,19639,18794,14954,13508,16700,14570,18904,19632,19161
382,Neufchâteau,87141291,83289,70213,57545,47657,73661,87866,93348,80656,80707
383,Neussargues,87645507,45537,32038,29274,19089,23995,22999,27451,25844,24880
384,Neuville Université,87334482,3317212,3268443,2006515,1439226,2858861,2781923,2746573,2663428,2580329
385,Neuvy-Pailloux,87597070,13750,18570,14712,9523,9799,7259,6579,6793,7550
386,Nexon,87592725,72676,56990,47285,46283,61162,47463,48563,50427,48459
387,Noisy-le-Roi,87733659,354395,168105,0,0,0,0,0,0,0
388,Nonant-le-Pin,87444570,0,1,0,0,0,2,0,36,28
389,Nouvion-sur-Meuse,87172213,86678,73643,55944,45387,45483,45054,55084,61589,60999
390,Nuits sous Ravières,87713156,48296,43191,30584,22087,34707,27520,30273,29463,31124
391,Nurieux-Volognat,87743351,16456,12645,12886,9901,20701,18300,22712,23201,24107
392,Nîmes,87775007,4575772,4316299,3376038,2369197,3585941,3669749,4105151,3937669,3794045
393,Nîmes Pont du Gard,87703975,1054535,745834,590063,405086,15135,0,0,0,0
394,Ogeu-les-Bains,87672709,12937,11587,8593,6253,9014,7030,8225,7214,7582
395,Olette - Canaveilles,87784728,3776,2807,2023,1991,1774,1005,1177,1266,1134
396,Oloron-Sainte-Marie,87672725,121893,110312,86088,60818,98363,76510,93277,93239,93882
397,Ondres,87673319,21477,15546,14529,11897,15794,8719,8701,6185,7220
398,Orry-la-Ville - Coye,87276279,2070795,1932800,1588454,1302429,2147579,1817029,1751171,1556760,1451908
399,Ozoir-la-Ferrière,87116020,1869909,1757433,1914692,1129670,2409248,2409568,2429288,2396593,2353072
400,Pargny-sur-Saulx,87174334,0,0,0,0,0,0,0,0,0
401,Pau,87672006,1275571,1234139,961429,621116,837523,725078,830486,760097,806310
402,Paulhaguet,87734293,2717,2160,1363,963,1776,1246,1244,1355,2114
403,Penne-d'Agenais,87586438,14799,15396,9780,10037,17528,16672,17974,18351,19069
404,Penthièvre,87476424,3413,2979,1886,833,1097,970,1072,1675,1310
405,Pernes - Camblain,87342550,17239,14043,7607,2820,19542,18796,22198,23632,21222
406,Perpignan,87784009,2058369,1809687,1496637,1050546,1390185,1370425,1629171,1562086,1758375
407,Pertuis,87751362,23046,18773,5900,5067,9661,16784,53695,51534,51241
408,Petit Jouy - Les Loges,87393504,161582,151872,67702,66070,184199,184879,187858,186152,183539
409,Peyrehorade,87672337,39856,28211,20981,12908,19160,15140,18223,17959,20360
410,Pibrac,87611830,118800,98791,94967,81695,100582,107356,132653,140127,154145
411,Pierre-Buffière,87592253,24338,19554,20151,21915,20396,17974,18866,20189,14953
412,Pierre-Bénite,87722231,56862,47996,36603,26703,45505,30102,30331,25258,31180
413,Pierrelatte,87764308,282395,265859,227218,187033,287040,258083,284941,262644,286326
414,Plouvara - Plerneuf,87473132,545,645,455,455,237,12,594,910,1176
415,Poligny,87718189,110532,117389,97108,82738,95413,76978,86711,77485,80386
416,Polliat,87725846,9050,6999,6277,4945,7407,5416,6519,5775,6422
417,Pont de Bois,87286831,42987,41946,26275,20486,32391,33493,28859,25071,19530
418,Pont-Hébert,87447185,0,0,0,0,1,286,455,340,326
419,Pont-Melvez,87473520,5285,6315,6423,5599,5800,3372,2755,3634,3649
420,Pont-du-Casse,87586404,0,0,156,360,711,573,451,292,237
421,Pont-sur-Yonne,87683136,123542,121012,88156,72818,108606,84924,102634,103470,118693
422,Pont-à-Mousson,87141820,1188177,1067490,820553,714474,1040302,983306,971710,937395,979424
423,Pont-à-Vendin,87345264,113378,95291,60636,51875,82222,74389,80989,71944,69868
424,Pontchaillou,87471391,363931,340500,264082,207480,285092,238854,232582,209053,218345
425,Pontcharra - Saint-Forgeux,87721464,20326,20373,16633,10191,14848,12257,17707,19419,18812
426,Pontcharra sur Bréda,87747493,724659,696465,559956,485809,721566,645574,648974,604211,588088
427,Pontrieux,87473843,7798,6641,4109,3797,5501,5835,5388,3412,5943
428,Port Boulet,87571794,165076,161897,116193,88569,123623,111210,112723,116452,120459
429,Port-la-Nouvelle,87781062,140520,124777,104839,70509,83628,71159,87075,78634,74666
430,Porta,87611491,6,22,0,1,6,19,14,96,1
431,Portets,87582718,137512,123754,103146,86776,121322,101476,91047,80217,80757
432,Pouxeux,87144428,24513,21986,14666,10604,13399,10635,12728,7487,5278
433,Pouzauges,87487314,2133,1857,1101,656,779,737,678,488,596
434,Presles Courcelles,87276501,307808,297133,286464,141462,334990,340453,338305,323731,308675
435,Provenchères-sur-Fave,87144345,6877,3317,599,424,454,2374,4339,4460,5463
436,Pérols-sur-Vézère,87592170,466,598,482,322,171,195,170,104,221
437,Quesnoy-sur-Deûle,87286245,37,35,57,142,954,1248,736,1203,1077
438,Rabastens - Coufouleux,87615328,213007,199016,157755,122462,152727,120419,144721,131807,135819
439,Raedersheim,87182717,62329,52212,41128,34582,52673,46533,48062,45192,43876
440,Redon,87471300,1037287,951584,669259,454586,740222,723108,802461,817109,811897
441,Remise à Jorelle,87988709,663691,623710,499768,1045054,485311,532143,580626,623148,666150
442,Renescure,87281451,14902,16953,14664,15567,27002,22340,21080,21329,20960
443,Retiers,87471359,83504,65312,34477,29121,38366,38574,43416,75620,89786
444,Retournac,87734749,50459,51748,39861,31151,49984,40933,28972,39124,40724
445,Revigny-sur-Ornain,87175018,109048,100092,97253,90024,89991,78841,87446,90608,99365
446,Ribécourt-Dreslincourt,87276766,151136,128703,113866,87888,94451,91803,99963,97580,102379
447,Rochy-Condé,87313601,10804,6234,3828,3031,4026,4373,4082,3196,2779
448,Romilly-sur-Seine,87118158,426999,352333,281232,223817,327208,292078,295097,294493,306218
449,Roppenheim,87212415,18414,17120,10661,9793,12481,10372,12334,14099,15631
450,Rosières-aux-Salines,87141127,306965,237705,199758,196168,207123,175444,164023,168320,154662
451,Rosières-en-Santerre,87313460,151492,139903,105106,81265,111004,103309,111380,119012,124958
452,Rosny Bois Perrier,87113696,5690526,5348239,4959155,3206275,6404337,6491187,6520046,6464430,6381483
453,Rountzenheim,87212373,45257,40769,30467,22632,31261,27752,29914,32155,34186
454,Royat - Chamalières,87734038,4243,3741,2179,1809,3335,3000,3512,3279,4031
455,Rue,87317404,191427,164345,119209,82576,105527,99067,111598,104876,112566
456,Rungis La Fraternelle,87546291,678863,637935,381602,325738,772844,785411,808269,813669,816513
457,Russ Hersbach,87214684,82758,83263,64459,54688,63451,62414,68659,69828,68740
458,Réding,87215079,77354,65176,51178,44147,59618,50947,43273,33727,33952
459,Sablé-sur-Sarthe,87396408,617312,569915,455085,330700,584838,555714,566751,546858,542337
460,Saint-Amand-les-Eaux,87343103,805429,722381,541191,491357,778244,726583,742010,686246,679655
461,Saint-Ay,87574129,29124,26166,14189,9396,19804,19727,17741,19614,21231
462,Saint-Blaise-la-Roche Poutay,87214742,57192,55525,39027,34872,42757,37984,44093,44583,44420
463,Saint-Claude,87743633,42833,34580,22075,14553,33828,25474,33105,33065,33303
464,Saint-Cloud,87382358,8306468,8275307,7302705,4434121,9074757,8878763,8758417,8462103,8611117
465,Saint-Clément - Laronxe,87141374,30776,27549,23411,19686,27866,24874,25189,27597,33290
466,Saint-Cyr-en-Val La Source,87543116,85657,75227,40964,31852,67204,70305,72935,72580,77618
467,Saint-Cyr-l'École,87393223,5923522,4334034,3074076,2275378,4730879,4862074,5019441,5088041,5152121
468,Saint-Césaire,87775072,25209,21475,15465,11084,16278,12823,14749,9770,10413
469,Saint-Denis-lès-Martel,87594572,24266,21617,16202,10024,13427,14091,18682,19801,18147
470,Saint-Georges-de-Luzençon,87783423,1007,707,390,280,1591,1189,1076,2466,11473
471,Saint-Georges-de-Reneins,87721340,77859,74388,52829,39371,66746,57702,59201,60094,63468
472,Saint-Gervais-les-Bains Le Fayet,87746479,371518,399003,312981,279313,356019,346437,388710,386691,389595
473,Saint-Gratien,87276170,2336723,2195928,1718129,1243189,2658478,2752077,2857361,2909515,2948463
474,Saint-Julien - Clénay,87713834,50999,43444,33306,34658,29002,28038,28595,28223,29962
475,Saint-Loubès,87584730,158784,134418,96221,81190,97492,74088,64620,52897,54107
476,Saint-Louis La Chaussée,87181016,68943,57948,52379,40765,64290,56334,59654,60504,52769
477,Saint-Léonard-de-Noblat,87592071,38989,36609,26360,23970,36509,37179,43087,44698,44277
478,Saint-Lô,87447003,302280,265583,177778,128874,209406,186638,212049,206774,219298
479,Saint-Martin d'Étampes,87545350,525434,493755,477707,282784,597764,606163,618898,618353,615262
480,Saint-Martin-Bellevue,87746222,0,0,0,0,0,2,312,857,447
481,Saint-Michel Notre-Dame,87547315,24223770,22763184,22555924,6469340,27558327,29157305,30766769,31920430,32959046
482,Saint-Pierre-d'Albigny,87741223,158352,141639,106996,80062,122670,107951,123836,115889,120717
483,Saint-Pierre-de-Chignac,87595520,5204,3035,1656,117,68,588,393,42,28
484,Saint-Pierre-des-Corps,87571240,4252582,3784800,2918332,2121656,3710116,3457033,3697167,3553503,3557596
485,Saint-Priest,87723353,220601,204808,150446,103964,156733,129393,127097,113719,124128
486,Saint-Rambert-en-Bugey,87743740,13220,13870,12716,9492,13428,12328,13544,10630,13167
487,Saint-Raphaël Valescure,87757526,1421923,1358265,1090001,768875,1137127,1007163,1216384,1165828,1220277
488,Saint-Roch,87313080,72582,69003,52807,49519,79609,65454,66779,71955,71790
489,Saint-Romain-de-Popey,87721456,22140,18455,13970,11245,20021,17105,20927,21300,23578
490,Saint-Romain-le-Puy,87726430,55249,53612,39099,30689,54396,40735,41196,42367,47757
491,Saint-Sever,87447714,0,0,2,7,48,76,75,78,341
492,Saint-Sulpice - Auteuil,87313684,152935,126642,106254,92438,131544,134502,149678,152116,142779
493,Saint-Symphorien-de-Marmagne,87694174,76,44,276,456,292,65,97,240,49
494,Saint-Sébastien Frêne Rond,87354597,37530,33554,21213,17575,28256,26294,24981,21474,15863
495,Saint-Sébastien Pas Enchantés,87354589,46149,36316,24053,18327,30198,31292,31559,30728,25589
496,Saint-Vallier sur Rhône,87761130,339426,309631,233101,199266,288303,257641,283543,278593,284371
497,Saint-Étienne Le Clapier,87726174,59874,56068,41645,29378,52487,44812,60756,55800,71280
498,Sainte-Colombe Septveilles,87116178,113678,114903,123972,80801,139106,136480,135314,131745,127795
499,Sainte-Gauburge,87444604,1569,1463,1412,1062,3656,3617,3826,4134,3578
500,Saintes,87491001,739640,715225,495401,309878,499544,454350,521848,485212,519863
501,Sallanches - Combloux - Megève,87746438,366452,358306,298518,264387,347272,311327,329130,309005,307792
502,Salomé,87342451,10781,10248,8858,9200,12839,13829,16221,15485,13952
503,Salon-de-Provence,87753764,258542,258190,216918,157387,251198,213132,224561,210354,225915
504,Sanry-sur-Nied,87192229,9558,8579,8214,7413,9866,9595,9066,8998,9928
505,Sarralbe,87193714,2934,2754,1415,973,3224,3973,4341,3627,4459
506,Sarre-Union,87215459,152350,154277,130449,121163,97674,106524,124516,129974,130544
507,Sarreinsming,87193631,20,23,137,191,523,1654,2799,3149,2848
508,Saulxures,87214759,158,1267,1511,1064,903,2215,2777,2830,3010
509,Sauto,87784777,229,199,142,107,79,89,30,101,86
510,Scherwiller,87214205,12805,9614,7455,4409,6138,4055,5330,7292,6655
511,Schopperten,87215483,14668,19397,17440,16907,12720,14462,17754,20846,22452
512,Selles-Saint-Denis,87576140,29700,27642,19968,18899,19628,14876,14086,16410,16863
513,Acheux - Franleu,87316745,0,2,0,0,2,235,104,308,898
514,Sennecey-le-Grand,87725614,40725,44934,32043,23939,31410,27942,29405,25891,28731
515,Aiguebelette-le-Lac,87741421,4394,4046,3658,2921,4754,2535,3117,3912,4071
516,Senozan,87725671,11522,10385,8288,6159,7769,7283,5546,4994,3983
517,Aigueperse,87734129,86794,70599,55143,50677,75954,70745,77218,78088,75873
518,Serqueux,87411470,82527,79619,58319,45212,78511,72971,77859,79612,82764
519,Albi,87615005,568827,531922,391271,287025,415630,368147,432819,392651,412872
520,Serquigny,87444315,36718,31539,23483,15653,28003,28468,30214,25877,29582
521,Albi Madeleine,87615195,89396,80495,57591,37520,51855,44787,55019,52084,63723
522,Servon-sur-Vilaine,87471532,193883,164831,105276,90761,123451,104001,95310,97967,107563
523,Allassac,87594234,35310,23681,17797,15856,23411,18504,16670,14697,16854
524,Sessenheim,87212365,101239,89110,69387,58277,84660,87444,87386,87873,88449
525,Allée Royale,87710913,46010,21783,0,0,0,0,0,0,0
526,Sisteron,87751206,48324,43042,32898,21755,45132,50051,65174,59203,59324
527,Alès,87775288,575865,512188,397673,307874,433827,417520,461106,441259,418810
528,Soulac-sur-Mer,87581371,73908,60670,53384,39215,50903,39300,36686,30531,32954
529,Andrézieux-Bouthéon,87726406,29127,28251,21399,20292,37934,25637,23002,19698,24472
530,Sous le Bois,87295543,8,8,7,12,342,374,334,496,715
531,Angers Saint-Laud,87484006,6781537,6269502,4662966,3433325,5739760,5372470,5647027,5368048,5411683
532,Suresnes Mont Valérien,87382374,3452413,3503155,3048787,1546667,3463282,3120349,2847025,2544442,2559923
533,Angerville,87543090,161054,151343,130031,75617,183224,175547,170954,162250,153525
534,Surgères,87485227,500836,443664,341933,257923,372949,350762,370151,332363,361287
535,Apach,87191643,2745,1512,294,369,907,1164,1105,1059,1066
536,Sury-le-Comtal,87726422,28815,28997,20619,13371,21113,18364,20035,17312,21352
537,Appilly,87296459,9135,8655,6565,5965,7990,7832,6961,6728,5493
538,Sées,87444695,91220,76533,59540,41849,77199,77622,89164,85925,92300
539,Arcachon,87582668,1256111,1180765,983833,772522,1085934,907838,910395,792957,805161
540,Séon Saint-Henri,87751636,0,0,0,0,63,1475,1227,645,1104
541,Arches,87144410,101977,85693,54228,40349,64056,51087,53916,52117,58746
542,Sévérac,87476754,20088,15627,10728,7792,10076,5873,2841,967,964
